id,name,type,mana,attack,hp,faction,rarity,setName,description
10990,Rook,Minion,7.0,5.0,5.0,Neutral,Legendary,Core,"At the end of your turn, this minion gains a random Faction ability."
11143,Saberspine Alpha,Minion,7.0,5.0,5.0,Neutral,Common,Mythron,<b>Rush</b>
146,Second-sword Sarugi,Minion,7.0,4.0,7.0,Songhai,Legendary,Immortal,Your spells cost 2 less.
414,Silithar Elder,Minion,7.0,6.0,6.0,Magmar,Legendary,Core,"<b>Rebirth</b><br/>At the end of your turn, summon a Silithar Elder Egg nearby."
118,Storm Kage,Minion,7.0,5.0,10.0,Songhai,Legendary,Core,"Whenever one of your spells deals damage, put a Kage Lightning in your action bar."
347,Stygian Observer,Minion,7.0,7.0,7.0,Abyssian,Legendary,Immortal,<b>Deathwatch</b>: Give minions in your action bar +2/+2.
408,Unstable Leviathan,Minion,7.0,11.0,11.0,Magmar,Rare,Core,"At the start of your turn, deal 4 damage to a random minion or General."
11026,War Talon,Minion,7.0,4.0,9.0,Neutral,Common,Core,<b>Frenzy</b><br/><b>Provoke</b>
19036,Whistling Blade,Minion,7.0,2.0,15.0,Neutral,Common,Core,<b>Provoke</b>
10996,"Zurael, the Lifegiver",Minion,7.0,4.0,7.0,Neutral,Legendary,Core,<b>Opening Gambit</b>: Summon all non-token friendly minions destroyed on your opponent's last turn on a random space.
20216,Circle of Desiccation,Spell,8.0,N/A,N/A,Vetruvian,Legendary,ShimZar,Destroy ALL non-Structure minions.
11121,Dagona,Minion,8.0,8.0,8.0,Neutral,Legendary,Unearthed,"<b>Opening Gambit</b>: Devour ANY minion, anywhere.<br/><b>Dying Wish</b>: Spit out the devoured minion on this space."
338,Death Knell,Arcanyst,8.0,6.0,6.0,Abyssian,Legendary,Ancients,<b>Opening Gambit</b>: Summon all friendly non-token Arcanysts destroyed this game nearby.
33,Excelsious,Minion,8.0,6.0,6.0,Lyonar,Legendary,Core,<b>Provoke</b><br/><b>Celerity</b><br/>This minion gains +1/+1 for each time you healed anything this game.
20383,Extinction Event,Spell,8.0,N/A,N/A,Magmar,Legendary,Mythron,Each of your Eggs hatches into a Katastrophosaurus.
20219,Flaming Stampede,Spell,8.0,N/A,N/A,Magmar,Legendary,ShimZar,Deal 5 damage to ALL non-Egg minions and Generals.
538,Grandmaster Embla,Minion,8.0,5.0,5.0,Vanar,Legendary,Core,<b>Opening Gambit</b>: Surround the enemy General with random Walls.
237,Grandmaster Nosh-Rak,Minion,8.0,4.0,8.0,Vetruvian,Legendary,Core,<b>Blast</b><br/><b>Flying</b><br/>The enemy General takes double damage.
333,Grandmaster Variax,Minion,8.0,8.0,8.0,Abyssian,Legendary,Core,<b>Opening Gambit</b>: Your Bloodbound Spell costs 3 and is now AWESOME.
434,Juggernaut,Golem,8.0,4.0,10.0,Magmar,Legendary,Ancients,"<b>Grow</b>: +5/+5<br/>Whenever this minion takes damage, summon that many random Golem Eggs nearby."
11013,Khymera,Minion,8.0,5.0,12.0,Neutral,Legendary,Core,"Whenever this minion takes damage, summon a random token minion nearby."
20217,Koan of Horns,Spell,8.0,N/A,N/A,Songhai,Legendary,ShimZar,Transform all minions in your action bar and deck into 0-cost Gore Horns. Draw 3 cards.
543,Matron Elveiti,Minion,8.0,7.0,5.0,Vanar,Legendary,Unearthed,Minions cannot attack your General.
11089,Meltdown,Minion,8.0,6.0,6.0,Neutral,Legendary,Ancients,<b>Blood Surge</b>: Deal 6 damage to a random enemy.
20213,Obliterate,Spell,8.0,N/A,N/A,Abyssian,Legendary,ShimZar,Destroy all friendly <b>Shadow Creep</b> to deal that much damage to all enemies.
20339,Saurian Finality,Spell,8.0,N/A,N/A,Magmar,Legendary,Immortal,<b>Stun</b> the enemy General.<br/>Your General gains +3 Attack.<br/>Both players lose 3 mana.<br/>Restore 10 Health to your General.
20220,Sky Phalanx,Spell,8.0,N/A,N/A,Lyonar,Legendary,ShimZar,Summon three Silverguard Knights nearby your General.
320,Spectral Revenant,Minion,8.0,6.0,6.0,Abyssian,Legendary,Core,"<b>Rush</b><br/>Whenever this damages an enemy minion, deal 4 damage to the enemy General."
20084,Spiral Technique,Spell,8.0,N/A,N/A,Songhai,Epic,Core,Deal 8 damage to anything.
20380,Unleash the Evil,Spell,8.0,N/A,N/A,Abyssian,Legendary,Mythron,Summon a copy of the minion your opponent most recently summoned from their action bar. It gains <b>Rush</b> and <b>Flying</b>.
20212,Winter's Wake,Spell,8.0,N/A,N/A,Vanar,Legendary,ShimZar,Give all friendly Wall minions +4/+4. Those minions can now move.
20392,Amaranthine Vow,Spell,9.0,N/A,N/A,Lyonar,Legendary,Mythron,Summon around your General all friendly minions with <b>Provoke</b> that died this game.
20363,Circle of Fabrication,Spell,9.0,N/A,N/A,Vetruvian,Legendary,Mythron,Summon one of each Obelysk from your deck on random spaces.
20264,Doom,Spell,9.0,N/A,N/A,Abyssian,Legendary,Unearthed,The enemy General is DOOMED and will die after three turns.
436,Grandmaster Kraigon,Minion,9.0,7.0,7.0,Magmar,Legendary,Core,"<b>Forcefield</b>, <b>Frenzy</b>, <b>Grow</b>: +7/+7.<br/>Your General has:<br/><b>Forcefield</b>, <b>Frenzy</b>, <b>Grow</b>: +7/+7."
20322,Monolithic Vision,Spell,9.0,N/A,N/A,Vetruvian,Legendary,Immortal,Transform your action bar into six random Vetruvian cards that cost 4 less.
11147,Worldcore Golem,Golem,9.0,25.0,25.0,Neutral,Common,Mythron,
20377,Kensho Vortex,Spell,11.0,N/A,N/A,Songhai,Legendary,Mythron,"Costs 1 less for each spell you cast this game. Whenever you cast a spell this turn, summon a minion that costs up to 2 more nearby your General."
425,Mandrake,Minion,12.0,6.0,6.0,Magmar,Rare,ShimZar,Costs 1 less for each minion summoned from ANY player's action bar this game.
11044,Blood Taura,Minion,25.0,12.0,12.0,Neutral,Epic,Core,<b>Provoke</b><br/>This minion's cost is your General's health.
